Start Date,End Date,Duration (hours),Wind (GWh),Solar (GWh),Total Generated,RES
04/07/2015,05/07/2015,5,489.949,0,2117.397,3
04/07/2015,05/07/2015,4.25,489.949,0,2117.397,3
04/07/2015,05/07/2015,4.25,489.949,0,2117.397,3
04/07/2015,05/07/2015,4.25,489.949,0,2117.397,3
04/07/2015,06/07/2015,27.5,489.949,0,2117.397,3
04/07/2015,06/07/2015,27.25,489.949,0,2117.397,3
04/07/2015,06/07/2015,27,489.949,0,2117.397,3
04/07/2015,06/07/2015,26.5,489.949,0,2117.397,3
04/07/2015,06/07/2015,26,489.949,0,2117.397,3
04/07/2015,06/07/2015,25.75,489.949,0,2117.397,3
05/07/2015,06/07/2015,24.75,489.949,0,2117.397,3
05/07/2015,06/07/2015,24.25,489.949,0,2117.397,3
05/07/2015,06/07/2015,24.25,489.949,0,2117.397,3
05/07/2015,06/07/2015,23.75,489.949,0,2117.397,3
05/07/2015,06/07/2015,23.75,489.949,0,2117.397,3
05/07/2015,06/07/2015,23,489.949,0,2117.397,3
05/07/2015,06/07/2015,23,489.949,0,2117.397,3
05/07/2015,06/07/2015,21.5,489.949,0,2117.397,3
05/07/2015,06/07/2015,18.5,489.949,0,2117.397,3
05/07/2015,06/07/2015,18.5,489.949,0,2117.397,3
05/07/2015,06/07/2015,17.75,489.949,0,2117.397,3
05/07/2015,06/07/2015,17.75,489.949,0,2117.397,3
05/07/2015,06/07/2015,17,489.949,0,2117.397,3
05/07/2015,06/07/2015,17,489.949,0,2117.397,3
05/07/2015,06/07/2015,15.25,489.949,0,2117.397,3
05/07/2015,06/07/2015,14.5,489.949,0,2117.397,3
05/07/2015,06/07/2015,14,489.949,0,2117.397,3
05/07/2015,06/07/2015,14,489.949,0,2117.397,3
05/07/2015,06/07/2015,13.5,489.949,0,2117.397,3
05/07/2015,06/07/2015,13.25,489.949,0,2117.397,3
05/07/2015,06/07/2015,13.25,489.949,0,2117.397,3
05/07/2015,06/07/2015,11.5,489.949,0,2117.397,3
05/07/2015,06/07/2015,11,489.949,0,2117.397,3
05/07/2015,06/07/2015,10.5,489.949,0,2117.397,3
05/07/2015,06/07/2015,10.5,489.949,0,2117.397,3
05/07/2015,06/07/2015,9.5,489.949,0,2117.397,3
05/07/2015,06/07/2015,9.5,489.949,0,2117.397,3
05/07/2015,06/07/2015,8,489.949,0,2117.397,3
05/07/2015,06/07/2015,7.25,489.949,0,2117.397,3
05/07/2015,06/07/2015,7.25,489.949,0,2117.397,3
05/07/2015,06/07/2015,5.25,489.949,0,2117.397,3
05/07/2015,06/07/2015,4,489.949,0,2117.397,3
05/07/2015,06/07/2015,4,489.949,0,2117.397,3
05/07/2015,07/07/2015,27.25,489.949,0,2117.397,3
05/07/2015,07/07/2015,27,489.949,0,2117.397,3
05/07/2015,07/07/2015,27,489.949,0,2117.397,3
05/07/2015,07/07/2015,26.75,489.949,0,2117.397,3
05/07/2015,07/07/2015,25.5,489.949,0,2117.397,3
06/07/2015,07/07/2015,24.75,489.949,0,2117.397,3
06/07/2015,07/07/2015,24.5,489.949,0,2117.397,3
06/07/2015,06/07/2015,4,489.949,0,2117.397,3
06/07/2015,07/07/2015,22.5,489.949,0,2117.397,3
06/07/2015,07/07/2015,19.5,489.949,0,2117.397,3
06/07/2015,07/07/2015,19.25,489.949,0,2117.397,3
06/07/2015,07/07/2015,19.25,489.949,0,2117.397,3
06/07/2015,07/07/2015,19,489.949,0,2117.397,3
06/07/2015,07/07/2015,18.25,489.949,0,2117.397,3
06/07/2015,07/07/2015,18.25,489.949,0,2117.397,3
06/07/2015,07/07/2015,18.25,489.949,0,2117.397,3
06/07/2015,07/07/2015,16.25,489.949,0,2117.397,3
06/07/2015,07/07/2015,15.75,489.949,0,2117.397,3
06/07/2015,07/07/2015,14.5,489.949,0,2117.397,3
06/07/2015,07/07/2015,14.5,489.949,0,2117.397,3
06/07/2015,07/07/2015,13,489.949,0,2117.397,3
06/07/2015,07/07/2015,11.5,489.949,0,2117.397,3
06/07/2015,07/07/2015,11,489.949,0,2117.397,3
06/07/2015,07/07/2015,11,489.949,0,2117.397,3
06/07/2015,07/07/2015,10.5,489.949,0,2117.397,3
06/07/2015,07/07/2015,10.5,489.949,0,2117.397,3
06/07/2015,07/07/2015,10.5,489.949,0,2117.397,3
06/07/2015,07/07/2015,9.75,489.949,0,2117.397,3
06/07/2015,07/07/2015,9.75,489.949,0,2117.397,3
06/07/2015,07/07/2015,9.75,489.949,0,2117.397,3
06/07/2015,07/07/2015,9.75,489.949,0,2117.397,3
06/07/2015,07/07/2015,8.25,489.949,0,2117.397,3
06/07/2015,07/07/2015,8.25,489.949,0,2117.397,3
06/07/2015,07/07/2015,7,489.949,0,2117.397,3
06/07/2015,07/07/2015,7,489.949,0,2117.397,3
06/07/2015,07/07/2015,6,489.949,0,2117.397,3
06/07/2015,08/07/2015,27.75,489.949,0,2117.397,3
06/07/2015,08/07/2015,27.25,489.949,0,2117.397,3
06/07/2015,08/07/2015,27,489.949,0,2117.397,3
06/07/2015,08/07/2015,25.5,489.949,0,2117.397,3
06/07/2015,08/07/2015,25.5,489.949,0,2117.397,3
07/07/2015,08/07/2015,22.5,489.949,0,2117.397,3
07/07/2015,08/07/2015,20.5,489.949,0,2117.397,3
07/07/2015,08/07/2015,20.5,489.949,0,2117.397,3
07/07/2015,08/07/2015,19.5,489.949,0,2117.397,3
07/07/2015,08/07/2015,18.5,489.949,0,2117.397,3
07/07/2015,08/07/2015,18.5,489.949,0,2117.397,3
07/07/2015,08/07/2015,18,489.949,0,2117.397,3
07/07/2015,08/07/2015,17.5,489.949,0,2117.397,3
07/07/2015,08/07/2015,17.25,489.949,0,2117.397,3
07/07/2015,08/07/2015,17.25,489.949,0,2117.397,3
07/07/2015,08/07/2015,17,489.949,0,2117.397,3
07/07/2015,08/07/2015,16,489.949,0,2117.397,3
07/07/2015,08/07/2015,16,489.949,0,2117.397,3
07/07/2015,08/07/2015,14.25,489.949,0,2117.397,3
07/07/2015,08/07/2015,14.25,489.949,0,2117.397,3
07/07/2015,08/07/2015,13.25,489.949,0,2117.397,3
07/07/2015,08/07/2015,13.25,489.949,0,2117.397,3
07/07/2015,08/07/2015,10.75,489.949,0,2117.397,3
07/07/2015,08/07/2015,10.75,489.949,0,2117.397,3
07/07/2015,08/07/2015,10,489.949,0,2117.397,3
07/07/2015,08/07/2015,10,489.949,0,2117.397,3
07/07/2015,08/07/2015,9,489.949,0,2117.397,3
07/07/2015,08/07/2015,9,489.949,0,2117.397,3
07/07/2015,08/07/2015,8.75,489.949,0,2117.397,3
07/07/2015,08/07/2015,8.75,489.949,0,2117.397,3
07/07/2015,08/07/2015,8.5,489.949,0,2117.397,3
07/07/2015,08/07/2015,7.75,489.949,0,2117.397,3
07/07/2015,08/07/2015,7.5,489.949,0,2117.397,3
07/07/2015,08/07/2015,6.75,489.949,0,2117.397,3
07/07/2015,08/07/2015,5,489.949,0,2117.397,3
07/07/2015,08/07/2015,5,489.949,0,2117.397,3
07/07/2015,09/07/2015,27.25,489.949,0,2117.397,3
07/07/2015,09/07/2015,26.75,489.949,0,2117.397,3
07/07/2015,09/07/2015,26.75,489.949,0,2117.397,3
08/07/2015,09/07/2015,17,489.949,0,2117.397,3
08/07/2015,09/07/2015,17,489.949,0,2117.397,3
08/07/2015,09/07/2015,16.5,489.949,0,2117.397,3
08/07/2015,09/07/2015,14.25,489.949,0,2117.397,3
08/07/2015,09/07/2015,12.25,489.949,0,2117.397,3
08/07/2015,09/07/2015,12,489.949,0,2117.397,3
08/07/2015,09/07/2015,12,489.949,0,2117.397,3
08/07/2015,09/07/2015,11.75,489.949,0,2117.397,3
08/07/2015,09/07/2015,11,489.949,0,2117.397,3
08/07/2015,09/07/2015,10,489.949,0,2117.397,3
08/07/2015,09/07/2015,9.5,489.949,0,2117.397,3
08/07/2015,09/07/2015,8.25,489.949,0,2117.397,3
08/07/2015,09/07/2015,7.75,489.949,0,2117.397,3
08/07/2015,09/07/2015,6.5,489.949,0,2117.397,3
08/07/2015,09/07/2015,6,489.949,0,2117.397,3
08/07/2015,09/07/2015,6,489.949,0,2117.397,3
08/07/2015,09/07/2015,5.75,489.949,0,2117.397,3
08/07/2015,09/07/2015,5.25,489.949,0,2117.397,3
08/07/2015,09/07/2015,4.5,489.949,0,2117.397,3
08/07/2015,09/07/2015,4,489.949,0,2117.397,3
08/07/2015,09/07/2015,4,489.949,0,2117.397,3
08/07/2015,10/07/2015,27.25,489.949,0,2117.397,3
08/07/2015,10/07/2015,27.25,489.949,0,2117.397,3
08/07/2015,10/07/2015,27.25,489.949,0,2117.397,3
08/07/2015,10/07/2015,26.5,489.949,0,2117.397,3
08/07/2015,10/07/2015,26.25,489.949,0,2117.397,3
08/07/2015,10/07/2015,26,489.949,0,2117.397,3
08/07/2015,10/07/2015,25.75,489.949,0,2117.397,3
08/07/2015,10/07/2015,25.75,489.949,0,2117.397,3
08/07/2015,10/07/2015,25.25,489.949,0,2117.397,3
09/07/2015,10/07/2015,25,489.949,0,2117.397,3
09/07/2015,10/07/2015,25,489.949,0,2117.397,3
09/07/2015,10/07/2015,24.5,489.949,0,2117.397,3
09/07/2015,10/07/2015,24.5,489.949,0,2117.397,3
09/07/2015,10/07/2015,23.5,489.949,0,2117.397,3
09/07/2015,10/07/2015,23.5,489.949,0,2117.397,3
09/07/2015,10/07/2015,19,489.949,0,2117.397,3
09/07/2015,10/07/2015,17,489.949,0,2117.397,3
09/07/2015,10/07/2015,17,489.949,0,2117.397,3
09/07/2015,10/07/2015,16.75,489.949,0,2117.397,3
09/07/2015,10/07/2015,14.25,489.949,0,2117.397,3
09/07/2015,10/07/2015,13.5,489.949,0,2117.397,3
09/07/2015,10/07/2015,13.5,489.949,0,2117.397,3
09/07/2015,10/07/2015,12.75,489.949,0,2117.397,3
09/07/2015,10/07/2015,10.25,489.949,0,2117.397,3
09/07/2015,10/07/2015,6.25,489.949,0,2117.397,3
09/07/2015,10/07/2015,5.75,489.949,0,2117.397,3
09/07/2015,10/07/2015,3.75,489.949,0,2117.397,3
09/07/2015,11/07/2015,26,489.949,0,2117.397,3
10/07/2015,11/07/2015,18.75,489.949,0,2117.397,3
10/07/2015,11/07/2015,18.75,489.949,0,2117.397,3
10/07/2015,11/07/2015,18.5,489.949,0,2117.397,3
10/07/2015,11/07/2015,17.5,489.949,0,2117.397,3
10/07/2015,11/07/2015,17.5,489.949,0,2117.397,3
10/07/2015,11/07/2015,16,489.949,0,2117.397,3
10/07/2015,11/07/2015,15.75,489.949,0,2117.397,3
10/07/2015,11/07/2015,15,489.949,0,2117.397,3
10/07/2015,11/07/2015,14.25,489.949,0,2117.397,3
10/07/2015,11/07/2015,14.25,489.949,0,2117.397,3
10/07/2015,11/07/2015,14,489.949,0,2117.397,3
10/07/2015,11/07/2015,13,489.949,0,2117.397,3
10/07/2015,11/07/2015,12,489.949,0,2117.397,3
10/07/2015,11/07/2015,10,489.949,0,2117.397,3
10/07/2015,11/07/2015,9,489.949,0,2117.397,3
10/07/2015,11/07/2015,6.75,489.949,0,2117.397,3
10/07/2015,11/07/2015,6.75,489.949,0,2117.397,3
10/07/2015,13/07/2015,54.5,489.949,0,2117.397,3
10/07/2015,11/07/2015,5.25,489.949,0,2117.397,3
10/07/2015,11/07/2015,5,489.949,0,2117.397,3
10/07/2015,12/07/2015,27,489.949,0,2117.397,3
10/07/2015,12/07/2015,27,489.949,0,2117.397,3
11/07/2015,12/07/2015,25,489.949,0,2117.397,3
11/07/2015,12/07/2015,21.25,489.949,0,2117.397,3
11/07/2015,12/07/2015,21.25,489.949,0,2117.397,3
11/07/2015,12/07/2015,20.75,489.949,0,2117.397,3
11/07/2015,12/07/2015,18.75,489.949,0,2117.397,3
11/07/2015,12/07/2015,18.75,489.949,0,2117.397,3
11/07/2015,12/07/2015,16.75,489.949,0,2117.397,3
11/07/2015,12/07/2015,15.25,489.949,0,2117.397,3
11/07/2015,12/07/2015,15.25,489.949,0,2117.397,3
11/07/2015,12/07/2015,13,489.949,0,2117.397,3
11/07/2015,12/07/2015,13,489.949,0,2117.397,3
11/07/2015,12/07/2015,12.75,489.949,0,2117.397,3
11/07/2015,12/07/2015,10.25,489.949,0,2117.397,3
11/07/2015,12/07/2015,9.5,489.949,0,2117.397,3
11/07/2015,12/07/2015,9.5,489.949,0,2117.397,3
11/07/2015,12/07/2015,5.75,489.949,0,2117.397,3
11/07/2015,12/07/2015,5.25,489.949,0,2117.397,3
11/07/2015,13/07/2015,27.25,489.949,0,2117.397,3
11/07/2015,13/07/2015,27,489.949,0,2117.397,3
11/07/2015,13/07/2015,25.25,489.949,0,2117.397,3
12/07/2015,13/07/2015,24.75,489.949,0,2117.397,3
12/07/2015,13/07/2015,24,489.949,0,2117.397,3
12/07/2015,13/07/2015,24,489.949,0,2117.397,3
12/07/2015,13/07/2015,19.75,489.949,0,2117.397,3
12/07/2015,13/07/2015,15.75,489.949,0,2117.397,3
12/07/2015,13/07/2015,15,489.949,0,2117.397,3
12/07/2015,13/07/2015,13.75,489.949,0,2117.397,3
12/07/2015,13/07/2015,11,489.949,0,2117.397,3
12/07/2015,13/07/2015,11,489.949,0,2117.397,3
12/07/2015,13/07/2015,11,489.949,0,2117.397,3
12/07/2015,13/07/2015,10,489.949,0,2117.397,3
12/07/2015,13/07/2015,10,489.949,0,2117.397,3
12/07/2015,13/07/2015,9,489.949,0,2117.397,3
12/07/2015,13/07/2015,9,489.949,0,2117.397,3
12/07/2015,13/07/2015,6.25,489.949,0,2117.397,3
12/07/2015,13/07/2015,4.75,489.949,0,2117.397,3
12/07/2015,13/07/2015,3.75,489.949,0,2117.397,3
12/07/2015,13/07/2015,3.75,489.949,0,2117.397,3
13/07/2015,14/07/2015,21,489.949,0,2117.397,3
13/07/2015,14/07/2015,18.25,489.949,0,2117.397,3
13/07/2015,14/07/2015,17.25,489.949,0,2117.397,3
13/07/2015,14/07/2015,16.25,489.949,0,2117.397,3
13/07/2015,14/07/2015,15.75,489.949,0,2117.397,3
13/07/2015,14/07/2015,15.25,489.949,0,2117.397,3
13/07/2015,14/07/2015,15.25,489.949,0,2117.397,3
13/07/2015,14/07/2015,13.25,489.949,0,2117.397,3
13/07/2015,14/07/2015,13.25,489.949,0,2117.397,3
13/07/2015,14/07/2015,13.25,489.949,0,2117.397,3
13/07/2015,14/07/2015,11,489.949,0,2117.397,3
13/07/2015,14/07/2015,10,489.949,0,2117.397,3
13/07/2015,14/07/2015,9.75,489.949,0,2117.397,3
13/07/2015,14/07/2015,9.75,489.949,0,2117.397,3
13/07/2015,14/07/2015,9.25,489.949,0,2117.397,3
13/07/2015,14/07/2015,9,489.949,0,2117.397,3
13/07/2015,14/07/2015,9,489.949,0,2117.397,3
13/07/2015,14/07/2015,8.75,489.949,0,2117.397,3
13/07/2015,13/07/2015,1,489.949,0,2117.397,3
13/07/2015,13/07/2015,2,489.949,0,2117.397,3
13/07/2015,14/07/2015,5.75,489.949,0,2117.397,3
13/07/2015,14/07/2015,4.75,489.949,0,2117.397,3
13/07/2015,14/07/2015,4.75,489.949,0,2117.397,3
13/07/2015,14/07/2015,4.75,489.949,0,2117.397,3
13/07/2015,14/07/2015,4.25,489.949,0,2117.397,3
13/07/2015,14/07/2015,4,489.949,0,2117.397,3
13/07/2015,14/07/2015,4,489.949,0,2117.397,3
13/07/2015,15/07/2015,27,489.949,0,2117.397,3
13/07/2015,15/07/2015,27,489.949,0,2117.397,3
13/07/2015,15/07/2015,27,489.949,0,2117.397,3
13/07/2015,15/07/2015,26.25,489.949,0,2117.397,3
13/07/2015,15/07/2015,26.25,489.949,0,2117.397,3
13/07/2015,15/07/2015,26.25,489.949,0,2117.397,3
13/07/2015,15/07/2015,25.25,489.949,0,2117.397,3
14/07/2015,15/07/2015,23.25,489.949,0,2117.397,3
14/07/2015,15/07/2015,23.25,489.949,0,2117.397,3
14/07/2015,15/07/2015,23,489.949,0,2117.397,3
14/07/2015,15/07/2015,21.75,489.949,0,2117.397,3
14/07/2015,14/07/2015,3.5,489.949,0,2117.397,3
14/07/2015,15/07/2015,17,489.949,0,2117.397,3
14/07/2015,15/07/2015,16.25,489.949,0,2117.397,3
14/07/2015,14/07/2015,1,489.949,0,2117.397,3
14/07/2015,15/07/2015,14.25,489.949,0,2117.397,3
14/07/2015,15/07/2015,14.25,489.949,0,2117.397,3
14/07/2015,15/07/2015,13.75,489.949,0,2117.397,3
14/07/2015,15/07/2015,13,489.949,0,2117.397,3
14/07/2015,15/07/2015,13,489.949,0,2117.397,3
14/07/2015,15/07/2015,13,489.949,0,2117.397,3
14/07/2015,15/07/2015,12.25,489.949,0,2117.397,3
14/07/2015,15/07/2015,12,489.949,0,2117.397,3
14/07/2015,15/07/2015,9.25,489.949,0,2117.397,3
14/07/2015,15/07/2015,6,489.949,0,2117.397,3
14/07/2015,16/07/2015,25.75,489.949,0,2117.397,3
15/07/2015,16/07/2015,24.75,489.949,0,2117.397,3
15/07/2015,16/07/2015,24.75,489.949,0,2117.397,3
15/07/2015,16/07/2015,19,489.949,0,2117.397,3
15/07/2015,16/07/2015,19,489.949,0,2117.397,3
15/07/2015,16/07/2015,18.75,489.949,0,2117.397,3
15/07/2015,16/07/2015,18.75,489.949,0,2117.397,3
15/07/2015,16/07/2015,16.75,489.949,0,2117.397,3
15/07/2015,16/07/2015,16.75,489.949,0,2117.397,3
15/07/2015,16/07/2015,14.75,489.949,0,2117.397,3
15/07/2015,16/07/2015,14.75,489.949,0,2117.397,3
15/07/2015,16/07/2015,14.25,489.949,0,2117.397,3
15/07/2015,16/07/2015,14,489.949,0,2117.397,3
15/07/2015,16/07/2015,12.25,489.949,0,2117.397,3
15/07/2015,16/07/2015,12.25,489.949,0,2117.397,3
15/07/2015,16/07/2015,7.75,489.949,0,2117.397,3
15/07/2015,16/07/2015,1.5,489.949,0,2117.397,3
16/07/2015,16/07/2015,6.5,489.949,0,2117.397,3
16/07/2015,16/07/2015,7.25,489.949,0,2117.397,3
16/07/2015,16/07/2015,1.25,489.949,0,2117.397,3
16/07/2015,16/07/2015,2.25,489.949,0,2117.397,3
16/07/2015,16/07/2015,6.5,489.949,0,2117.397,3
16/07/2015,16/07/2015,1,489.949,0,2117.397,3
16/07/2015,16/07/2015,4.5,489.949,0,2117.397,3
16/07/2015,16/07/2015,2,489.949,0,2117.397,3
16/07/2015,16/07/2015,2.25,489.949,0,2117.397,3
16/07/2015,16/07/2015,4.75,489.949,0,2117.397,3
16/07/2015,16/07/2015,2.5,489.949,0,2117.397,3
16/07/2015,16/07/2015,2.25,489.949,0,2117.397,3
16/07/2015,16/07/2015,3.75,489.949,0,2117.397,3
16/07/2015,17/07/2015,14.25,489.949,0,2117.397,3
16/07/2015,16/07/2015,0.75,489.949,0,2117.397,3
16/07/2015,16/07/2015,0.75,489.949,0,2117.397,3
16/07/2015,16/07/2015,1,489.949,0,2117.397,3
16/07/2015,16/07/2015,1.25,489.949,0,2117.397,3
16/07/2015,17/07/2015,11.75,489.949,0,2117.397,3
16/07/2015,17/07/2015,11.75,489.949,0,2117.397,3
16/07/2015,17/07/2015,11.25,489.949,0,2117.397,3
16/07/2015,17/07/2015,10.25,489.949,0,2117.397,3
16/07/2015,17/07/2015,9.75,489.949,0,2117.397,3
16/07/2015,17/07/2015,9.75,489.949,0,2117.397,3
16/07/2015,17/07/2015,9,489.949,0,2117.397,3
16/07/2015,17/07/2015,9,489.949,0,2117.397,3
16/07/2015,17/07/2015,8,489.949,0,2117.397,3
16/07/2015,17/07/2015,6.75,489.949,0,2117.397,3
16/07/2015,17/07/2015,6,489.949,0,2117.397,3
17/07/2015,18/07/2015,25,489.949,0,2117.397,3
17/07/2015,18/07/2015,25,489.949,0,2117.397,3
17/07/2015,18/07/2015,21.25,489.949,0,2117.397,3
17/07/2015,17/07/2015,2.25,489.949,0,2117.397,3
17/07/2015,18/07/2015,19,489.949,0,2117.397,3
17/07/2015,18/07/2015,19,489.949,0,2117.397,3
17/07/2015,18/07/2015,19,489.949,0,2117.397,3
17/07/2015,18/07/2015,18,489.949,0,2117.397,3
17/07/2015,18/07/2015,17.25,489.949,0,2117.397,3
17/07/2015,18/07/2015,17.25,489.949,0,2117.397,3
17/07/2015,18/07/2015,14.75,489.949,0,2117.397,3
17/07/2015,18/07/2015,14.75,489.949,0,2117.397,3
17/07/2015,18/07/2015,13.25,489.949,0,2117.397,3
17/07/2015,18/07/2015,12,489.949,0,2117.397,3
17/07/2015,18/07/2015,10,489.949,0,2117.397,3
17/07/2015,18/07/2015,10,489.949,0,2117.397,3
17/07/2015,18/07/2015,6.25,489.949,0,2117.397,3
17/07/2015,18/07/2015,4.75,489.949,0,2117.397,3
17/07/2015,18/07/2015,4.75,489.949,0,2117.397,3
17/07/2015,18/07/2015,4.25,489.949,0,2117.397,3
17/07/2015,18/07/2015,4.25,489.949,0,2117.397,3
17/07/2015,18/07/2015,4,489.949,0,2117.397,3
17/07/2015,19/07/2015,25.75,489.949,0,2117.397,3
17/07/2015,19/07/2015,25.75,489.949,0,2117.397,3
17/07/2015,19/07/2015,25.25,489.949,0,2117.397,3
18/07/2015,19/07/2015,24.25,489.949,0,2117.397,3
18/07/2015,19/07/2015,22.25,489.949,0,2117.397,3
18/07/2015,19/07/2015,22.25,489.949,0,2117.397,3
18/07/2015,19/07/2015,19,489.949,0,2117.397,3
18/07/2015,19/07/2015,16.75,489.949,0,2117.397,3
18/07/2015,19/07/2015,16.75,489.949,0,2117.397,3
18/07/2015,19/07/2015,16,489.949,0,2117.397,3
18/07/2015,19/07/2015,16,489.949,0,2117.397,3
18/07/2015,19/07/2015,15,489.949,0,2117.397,3
18/07/2015,19/07/2015,13.25,489.949,0,2117.397,3
18/07/2015,19/07/2015,11.75,489.949,0,2117.397,3
18/07/2015,19/07/2015,11,489.949,0,2117.397,3
18/07/2015,19/07/2015,10.75,489.949,0,2117.397,3
18/07/2015,19/07/2015,10.75,489.949,0,2117.397,3
18/07/2015,19/07/2015,8.25,489.949,0,2117.397,3
18/07/2015,19/07/2015,7.75,489.949,0,2117.397,3
18/07/2015,19/07/2015,4,489.949,0,2117.397,3
18/07/2015,19/07/2015,4,489.949,0,2117.397,3
18/07/2015,20/07/2015,26.25,489.949,0,2117.397,3
18/07/2015,20/07/2015,26.25,489.949,0,2117.397,3
18/07/2015,20/07/2015,25.25,489.949,0,2117.397,3
19/07/2015,20/07/2015,24.75,489.949,0,2117.397,3
19/07/2015,20/07/2015,24.75,489.949,0,2117.397,3
19/07/2015,20/07/2015,24.25,489.949,0,2117.397,3
19/07/2015,20/07/2015,23.75,489.949,0,2117.397,3
19/07/2015,20/07/2015,17.25,489.949,0,2117.397,3
19/07/2015,20/07/2015,17.25,489.949,0,2117.397,3
19/07/2015,20/07/2015,16.25,489.949,0,2117.397,3
19/07/2015,20/07/2015,16,489.949,0,2117.397,3
19/07/2015,20/07/2015,16,489.949,0,2117.397,3
19/07/2015,20/07/2015,16,489.949,0,2117.397,3
19/07/2015,19/07/2015,1,489.949,0,2117.397,3
19/07/2015,20/07/2015,15.75,489.949,0,2117.397,3
19/07/2015,20/07/2015,15.25,489.949,0,2117.397,3
19/07/2015,20/07/2015,15.25,489.949,0,2117.397,3
19/07/2015,20/07/2015,15.25,489.949,0,2117.397,3
19/07/2015,20/07/2015,14.75,489.949,0,2117.397,3
19/07/2015,20/07/2015,14.75,489.949,0,2117.397,3
19/07/2015,20/07/2015,13.25,489.949,0,2117.397,3
19/07/2015,20/07/2015,13,489.949,0,2117.397,3
19/07/2015,20/07/2015,12.75,489.949,0,2117.397,3
19/07/2015,20/07/2015,12.75,489.949,0,2117.397,3
19/07/2015,20/07/2015,12.25,489.949,0,2117.397,3
19/07/2015,20/07/2015,11.25,489.949,0,2117.397,3
19/07/2015,20/07/2015,5,489.949,0,2117.397,3
19/07/2015,20/07/2015,4.25,489.949,0,2117.397,3
19/07/2015,21/07/2015,27.25,489.949,0,2117.397,3
19/07/2015,21/07/2015,26.25,489.949,0,2117.397,3
20/07/2015,21/07/2015,24.25,489.949,0,2117.397,3
20/07/2015,21/07/2015,24.25,489.949,0,2117.397,3
20/07/2015,21/07/2015,24,489.949,0,2117.397,3
20/07/2015,21/07/2015,21.75,489.949,0,2117.397,3
20/07/2015,21/07/2015,21.75,489.949,0,2117.397,3
20/07/2015,21/07/2015,20,489.949,0,2117.397,3
20/07/2015,21/07/2015,19.25,489.949,0,2117.397,3
20/07/2015,21/07/2015,18.25,489.949,0,2117.397,3
20/07/2015,21/07/2015,17.75,489.949,0,2117.397,3
20/07/2015,21/07/2015,16.25,489.949,0,2117.397,3
20/07/2015,21/07/2015,15.75,489.949,0,2117.397,3
20/07/2015,21/07/2015,15.75,489.949,0,2117.397,3
20/07/2015,21/07/2015,15.75,489.949,0,2117.397,3
20/07/2015,21/07/2015,15.75,489.949,0,2117.397,3
20/07/2015,21/07/2015,14.75,489.949,0,2117.397,3
20/07/2015,21/07/2015,14.75,489.949,0,2117.397,3
20/07/2015,21/07/2015,14.75,489.949,0,2117.397,3
20/07/2015,21/07/2015,13.25,489.949,0,2117.397,3
20/07/2015,21/07/2015,12.25,489.949,0,2117.397,3
20/07/2015,21/07/2015,12.25,489.949,0,2117.397,3
20/07/2015,21/07/2015,12,489.949,0,2117.397,3
20/07/2015,21/07/2015,11,489.949,0,2117.397,3
20/07/2015,21/07/2015,11,489.949,0,2117.397,3
20/07/2015,21/07/2015,10,489.949,0,2117.397,3
20/07/2015,21/07/2015,9.75,489.949,0,2117.397,3
20/07/2015,21/07/2015,9.75,489.949,0,2117.397,3
20/07/2015,21/07/2015,8.25,489.949,0,2117.397,3
20/07/2015,21/07/2015,8.25,489.949,0,2117.397,3
20/07/2015,21/07/2015,7.25,489.949,0,2117.397,3
20/07/2015,21/07/2015,7,489.949,0,2117.397,3
20/07/2015,21/07/2015,7,489.949,0,2117.397,3
20/07/2015,21/07/2015,6.75,489.949,0,2117.397,3
20/07/2015,21/07/2015,4.25,489.949,0,2117.397,3
20/07/2015,21/07/2015,4.25,489.949,0,2117.397,3
20/07/2015,21/07/2015,4.25,489.949,0,2117.397,3
20/07/2015,21/07/2015,4.25,489.949,0,2117.397,3
20/07/2015,22/07/2015,27.25,489.949,0,2117.397,3
20/07/2015,22/07/2015,26.75,489.949,0,2117.397,3
20/07/2015,22/07/2015,26,489.949,0,2117.397,3
20/07/2015,22/07/2015,26,489.949,0,2117.397,3
20/07/2015,22/07/2015,25.75,489.949,0,2117.397,3
20/07/2015,22/07/2015,25.75,489.949,0,2117.397,3
20/07/2015,22/07/2015,25.25,489.949,0,2117.397,3
21/07/2015,22/07/2015,21,489.949,0,2117.397,3
21/07/2015,22/07/2015,21,489.949,0,2117.397,3
21/07/2015,22/07/2015,16,489.949,0,2117.397,3
21/07/2015,22/07/2015,15.75,489.949,0,2117.397,3
21/07/2015,22/07/2015,14.25,489.949,0,2117.397,3
21/07/2015,22/07/2015,14.25,489.949,0,2117.397,3
21/07/2015,22/07/2015,12.75,489.949,0,2117.397,3
21/07/2015,22/07/2015,12,489.949,0,2117.397,3
21/07/2015,22/07/2015,12,489.949,0,2117.397,3
21/07/2015,22/07/2015,10.75,489.949,0,2117.397,3
21/07/2015,22/07/2015,10.75,489.949,0,2117.397,3
21/07/2015,22/07/2015,10.25,489.949,0,2117.397,3
21/07/2015,22/07/2015,9.75,489.949,0,2117.397,3
21/07/2015,22/07/2015,9,489.949,0,2117.397,3
21/07/2015,22/07/2015,9,489.949,0,2117.397,3
21/07/2015,22/07/2015,8.75,489.949,0,2117.397,3
21/07/2015,22/07/2015,7.75,489.949,0,2117.397,3
21/07/2015,22/07/2015,7,489.949,0,2117.397,3
